Problem,Specialist
মানসিক শান্তি পাচ্ছিলাম না পড়াশোনা-ক্যারিয়ার নিয়েও। নিজের ঘরকেই জেলখানা মনে হতো। দিনের পর দিন ডিপ্রেশন কাটিয়ে এরপর বুঝতে শিখেছি কীভাবে শক্ত হতে হয়।,Psychiatrist
আমার ভাতিজির খাবারের মধ্যে বা রাতে পেট জ্বালা পুড়া করে।,Medicine
আমার মামার প্রেসার অনেক নিচে নেমে যাওয়ার পর হঠাৎ করে দাঁড়ানো অবস্থায় পরে যায়। আর অজ্ঞ্যান হয়ে যায়। জ্ঞ্যান আসার পর থেকে বমি করেই যাচ্ছে,Medicine
ডিমেনশিয়া ( স্মৃতিভ্রম ) হয়েছে । কাউকে চিনতে পারে না,Psychiatrist
আমি সবাইকে এত টাই ভয় পাই যে আমি পালিয়ে বাচতে চাই। প্রচন্ড বুক ধরফর করে। মনে হচ্ছে আমি মারা যাবো। গলায় কাটা বিধার মত মনে হয় বিষ খেয়ে ফেলেছি বমি আসে।,Psychiatrist
আমার মাথা আর ঘাড় ব্যথা করে,Medicine
মস্তিষ্ক সবসময় সচল থাকে। ঘুমালেও ভাবনায় থাকি। কি করবো খুব বিপদে😓,Psychiatrist
আমি অনেক বেশি চিন্তা করলে আমার হার্ট বিট বেড়ে যায় আর তখন শ্বাস নিতে কষ্ট হয়।,Medicine
আমার চোখের মনি খুব ব্যথা করছে,Ophthalmologist
আমার বমি হয় আর বারবার বদহজম হয়।,Medicine
"আমি খুবই অবহেলিত ছিলাম। পরিবার, চাচা, চাচী, মামা,মামী, আত্নীয়রা অনেক অবহেলা করতো। আমার কোনো কথাকে কেউ পাত্তা দিতো না। আজ আমি আত্ননির্ভরশীল। কিন্তু তাও মন থেকে সেই অবহেলা ভুলতে পারি না।",Psychiatrist
আমার মায়ের রাতে ঠিকমত ঘুম হয় না।হঠাৎ হঠাৎ লাফ দিয়ে উঠে পড়ে।,Medicine
"গতকাল এক ইমোশনাল ফিল্ম দেখে অনেক Sad হয়ে গিয়েছিলাম, এর পর থেকে আর কিছু ভালো লাগছেনা...",Psychiatrist
আমার মুখে অনেক ব্রণ হয় আর দাগ পরে যায়,Skin
আমি কোনো বিষয় নিয়ে অতিরিক্ত টেনশন করি,Medicine
আমার মেয়ে অতিরিক্ত চিন্তা করে আর ঠিকমত খাওয়া দাওয়া করছে না। অনেক দূর্বল হয়ে যাচ্ছে। ওর ওজন কমে যাচ্ছে।,Medicine
"সত্যি আমি মানসিক রোগী হয়ে গেছি,,আমি আর বাঁচতে চাই না।। আমি সিউর আত্মহত্যা করব।",Psychiatrist
আমার চোখ একদম লাল হয়ে আছে আর অস্বস্তি লাগছে,Ophthalmologist
আমার ছেলের হাতে টিউমারের মত অনেক গুলো দলার মত হয়েছে এগুলো ব্যথা করে আর বড় হচ্ছে,Surgery
আমার কানে চিকন স্বরের এক ধরনের শব্দ হয়,ENT
আমার প্রায় ৩ সপ্তাহ ধরে খুশখুশে কাশি,Medicine
আমার মায়ের জরায়ুতে টিউমার ধরা পরেছিল। অপারেশন করার পরও আম্মুর পেট ব্যথা করে বড় দলার মত রক্ত পরে আর প্রচন্ড রক্তক্ষরণ হয়,Gynecologist
আমার অনেক পাতলা পায়খানা হচ্ছে আর সাথে অনেক শ্বাস কষ্ট হচ্ছে,Medicine
আমার বাবার শরীর খুব ব্যথা করে আর ব্যথাটা একেক সময় একেক জায়গায় করে,Orthopedic
"আমার পিরিয়ডের সময় অনেক পেট ব্যথা করে। মাজা, কোমর, পায়ের থাই সহ অসহ্য ব্যথা করে। ",Gynecologist
"বাবা মায়ের পারিবারিক অশান্তি গুলাতে খুবই ট্রমার ভিতর থাকি। বাবা মাকে টরচার করে এজন্য রাতে ঘুমও হয়না, ঘুমের ভিতর দেখতে থাকি বাবা মাকে মারছেন হয়ত।",Psychiatrist
আমার মেয়ের মাথায় একটা টিউমারের মত দলা পেকে আছে এটা আস্তে আস্তে বড়ও হচ্ছে আর ব্যথা করে চাপ দিলে,Surgery
"আমার বাবার মাজা, হাতের কনুই আর পায়ের হাঁটুতে প্রচন্ড ব্যথা করে",Orthopedic
আপনি যে সময়টি উপভোগ করেন তা নষ্ট করা সময় হিসেবে ধরা হয়না ।,Psychiatrist
আমার চাচার প্রেসার অনেক বেশি আর শরীরে পানি আসে,Medicine
আমার পিরিয়ডের সময় প্রচন্ড পেট ব্যথা করে আর বমি হয়।,Gynecologist
আমি আমার গায়ের রঙ উজ্জ্বল করতে চাই,Skin
"বিড়ালের বাচ্চা ভীষন ভয় পাই।ওরা দেখতে কিউট,কিন্তু আমি এত এত ভয় পাই যে অজ্ঞান হওয়ার অবস্থা হয়।কেন?",Psychiatrist
"আমার হাতের কনুই, পায়ে চুল্কায় আর জায়গাটা সাদা কালো দাগ হয়ে গিয়েছে।",Skin
আমার বাবার হঠাৎ করে বুকে ব্যথা হয় অনেক আর বাবার তখন হাত-পা ঠান্ডা হয়ে আসে।,Cardiologist
9.কিছুক্ষণ আগে যে কি কাজটা করেছি সেটাও ভুলে যায়,Psychiatrist
"তীব্র মানসিক সমস্যায় জর্জরিত আমি,আর পারছিনা।",Psychiatrist
বাবা কয়েকদিন ধরে বলছে তার অনেক বেশি তলপেট ব্যথা করছে ,Medicine
আমার দাঁত শিরশির করে। ঠান্ডা বা গরম কিছু খেতে পারি না। অনেক অস্বস্তি লাগে।,Dentist
আমার মাথা ঘোরায় আর বমির ভাব হয়।,Medicine
আমার স্তনের নিপল দিয়ে দুধের মত সাদা রস বের হতে থাকে,Gynecologist
আমার পায়ের গোরালিতে ব্যথা করে। বেশিক্ষন দাঁড়িয়ে থাকতে পারি না,Orthopedic
আমি অতিরিক্ত টেনশন করলে ঘুম ঠিকমত হয় না অনেক বেশি অস্থিরতা কাজ করে।,Medicine
আমি এসব ভেবে মানসিক ভাবে পাগল হয়ে যাচ্ছি।,Psychiatrist
আমি এই সমস্যায় দীর্ঘ দশ বছর ভুগছি।আমি কি করব বুঝতে পারিনা।আমার নামাজ পড়তে ওযু করতে অনেক সময় লেগে যায়। ওযু নামাজ হচ্ছে না ভেবে বার বার করতে থাকি।জায়নামাজে প্রায়ই কাদতে থাকি।,Psychiatrist
"অনেক ডিপ্রেশনে আছি,কিভাবে এর থেকে মুক্তি পেতে পারি,আমার ডিপ্রেশনে থাকার বিশেষ কারণ,টাকার শূন্যতা।",Psychiatrist
আমার সারা শরীরে পানি আসে আর শরীর ভার হয়ে থাকে,Medicine
"বয়স ২০ বছর। অনেক দিন যাবৎ আমি ডিপ্রেশন, খাবারে অরুচি, ঘুম কম হওয়া ওজন কমে যাওয়া ইত্যাদি সমস্যায় ভুগছি।দিনকে দিন শারিরীক ও মানসিক অবস্থার অবনতি ঘটছে। এ অবস্থায় আমার কি করা প্রয়োজন?",Psychiatrist
আমার মেয়ের অনেক সাদা স্রাব বের হয় আর অনেক দুর্গন্ধ হয়,Gynecologist
"আমার major depressive disorder হয়েছে,সব সময় মন খারাপ থাকে,কেউ কি এ রোগ থেকে ভালো হয়েছেন",Psychiatrist
আমার প্রায় এক সপ্তাহ ধরে রোদে গেলেই মাথা ধরে যায় আর অনেক বেশি অস্বস্তি লাগে,Medicine
আমার মেয়ে অতিরিক্ত চিন্তা করে আর ঠিকমত খাওয়া দাওয়া করছে না। অনেক দুর্বল হয়ে যাচ্ছে,Medicine
আমার ভাই এর ডান গাল ফুলে লাল হয়ে আছে আর হলদে পুঁজ জমে আছে।,Surgery
আমি ধুলায় গেলে আমার স্কিন অনেক চুল্কায় আর ফুলে লাল হয়ে যায়। ,Skin
আমার স্তন শক্ত চাকার মত হয়ে আছে আর অনেক ব্যথা করে,Surgery
আমার বাবার পায়ে অনেক পানি আসছে আর অনেক ব্যথা করছে,Medicine
অভ্যাসগত কারনে মানসিক সমস্যায় ভুগছি ব্যক্তিগত। সাইকেলজিস্ট ভালো কে হবে??,Psychiatrist
অনেক বোঝায়ছি কিন্তু মেয়েটা কে নাকি সে ভুলতে পারছে না। মেয়েটা অনেক কষ্ট দেয় তাও সে মেয়েটা কে ছারতে পারছে না। আর ওই মেয়ের সাথে থাকলে সে শেষ হয়ে যাবে।,Psychiatrist
আমি কাছ থেকে কিছু দেখতে গেলে অনেক মাথা ব্যথা করে মনে হয় চোখে অনেক প্রেসার পরছে।,Ophthalmologist
আমার বাচ্চার হাম হয়েছে মনে হচ্ছে,Medicine
"আজ কাল খুব বেশি রেগে যাচ্ছি,,, হঠাৎ হঠাৎ মন খারাপ হয়ে যাচ্ছে,,, কারো প্রতি কথা বা মিশতে মুঠেও ভালো লাগছে না,,,😩,,সবাই কে বিরক্ত লাগছে,,,,, এর কোনো সমাধান আছে,,,",Psychiatrist
আমি কোনো শব্দ বেশিক্ষন ধরে শুনলে অশান্তি লাগে আর মাথা ব্যথা শুরু হয়ে যায়,Medicine
আমার মেয়ের শরীর অনেক দুর্বল খাওয়া দাওয়া করছে না,Medicine
আমার বাচ্চার গায়ে ছোট ছোট লাল গুটির মত হচ্ছে আর গায়ে প্রচুর জ্বর,Medicine
"আমি মানসিক ভাবে অনেক দূর্বল, অল্পতেই ভেঙে পরি কান্না করি..",Psychiatrist
আমার মায়ের রাতে ঠিকমত ঘুম হয় না। ঘুম অনেক পাতলা,Medicine
"আমার অনেক গলা ব্যথা, সর্দি আর কাশি",ENT
আমি একজন ছেলে। ছোট বেলা থেকেই অনেক ইন্ট্রোভার্ট। এখন হীনমন্ন্যতায় না ভুগে কিভাবে আত্মবিশ্বাস বাড়ানো যায়?,Psychiatrist
"প্রচুর ঘুম আসে,, দিন এর বেলাও ঝিমাইতে থাকি। ১০ টার মধ্যে ঘুমাই জাই ৬টায় উ ঠি।দিন এও ঘুমাই তাও ঘুম যায় না। কফিতেও কাজ হয় না",Psychiatrist
পরিস্থিতি আমাকে মানসিক ভাবে ক্ষতিগ্রস্ত করে দিয়েছে। আর বেশিদিন না হয়ত পাগল হয়ে যাবো। পরিবারের কেউ নেই আমাকে বুঝার মতো। মানসিক সাপোর্ট দেওয়ার মতো কেউ নেই।,Psychiatrist
আমার আব্বুর কানে অনেক ব্যথা করে আর ঠিকমত শুনতে পারে না,ENT
আমার মেয়ের স্তনের নিপল অনেক চুল্কায় আর সাদা ময়লার মত বের হয়।,Gynecologist
"প্রচন্ড পরিমাণ রাগ,হেল্প প্লিজ, রাগ সহ্য করতে না পেরে নিজেকে অনেক কষ্ট দিয়ে ফেলি..",Psychiatrist
আমার প্রায় তিন সপ্তাহ ধরে খুশখুশে কাশি।,Medicine
আমার একটু পরপরই ঢেক আসছে আর গলা জ্বলছে।  আর বমির ভাব হয়ে আছে।,Medicine
আমি বেশিক্ষন দাঁড়িয়ে থাকতে পারি না পায়ের গোরালি ব্যথা করে,Medicine
"আচ্চা আপনারাও কি সপ্নের ভিতর ব্যথা পাইলে সেটা অনুভব করেন..? 
আমার কিন্তু সপ্নের ভিতর ও ব্যথা অনুভব হয়। তখন আমি যে ঘুমে আছি সেটাও বুঝি এবং খুব চেস্টা করি জাগ্রত হওয়ার জন্য।",Psychiatrist
আত্মহত্যার আগ্রহ বেড়েই চলেছে। প্লিজ এ ব্যাপারে কেউ আমাকে সাহায্য করুন,Psychiatrist
ঠিক কত দিন অপেক্ষা করলে একদিন সব ঠিক হয়ে যাবে?,Psychiatrist
"তাকে পাওয়ার কোন অপশন নাই, প্রেম ও করি নাই, তারপর ও কেন তার মায়া থেকে ফিরে আসতে পারছি না ?",Psychiatrist
আমার অনেক অস্থির লাগে আর বুক ধরফর করে,Medicine
আমার মেয়ের শরীরে কালো দাগ পরে যাচ্ছে,Skin
আমার প্রস্রাবের অনেক চাপ আসে কিন্তু সেই তুলনায় খুব কম প্রস্রাব হয়। আর অনেক ব্যথা করে।,Medicine
আমার মেয়ের পায়ে অনেক গুলো টিউমার হয়েছে আর এগুলো ব্যথা করে,Surgery
আমার ঠান্ডার সময় বা শীত সময়ে শ্বাসকষ্ট বেড়ে যায়। এগুলো বলেছি ডাক্তার কে। উনি বলে এটা এজমা নয়? এটা এংজাইটি ডিসওর্ডার। এ নিয়ে আমি দিধাদন্দে আছি। আসলে রোগ টা কি আমার?,Psychiatrist
আমি দাঁড়ালে কেমন যেন মনে হয় পায়ের নিচে কিছু বাধছে,Orthopedic
"আমি নিজেকে বিশ্বাস করতে পারিনা। কোন কাজ করলে মনে হয় কাজটা ঠিক মতো করি নাই। যদিও কাজটা সঠিক ভাবে করেছি কিন্তু তাও সন্দেহ হয় মনে হয় কাজটা ভুল করেছি,এই বিষয়ে অনেক ভাবে চিন্তাও হয়।",Psychiatrist
আমার মেয়ের গলা অনেক ব্যথা বড় করে হা করতে পারছে না। ঠিকমত খাচ্ছে না। বলছে গলা অনেক ব্যথা করছে।,ENT
আমার বাবার শরীরে অনেক পানি আসে আর শরীর ভাড় হয়ে থাকে। ভালোভাবে চলাফেরা করতে পারে না,Medicine
আমার গলায় ফুলে লাল হয়ে আছে। আর মারাত্মক ব্যথা করছে।,Medicine
আমার বুক অনেক জ্বালা পুড়া করে,Cardiologist
"আমি অনেক বেশি ইমোশনাল, লং টাইম একটা টক্সিক রিলেশনশিপে ছিলাম। যার কারনে অনেক বেশি হার্ট হয়েছি। সুইসাইড এটেম্পট ও নিছি।",Psychiatrist
আজ টানা ৬ দিন হলো ঘুম হয় নাহ।সারাদিনে মাত্র ৩০ মিনিট বা খুব বেশি হলে ২ ঘন্টা। এটা কি দুশ্চিন্তা নাকি ইনসোমনিয়া 😔😔,Psychiatrist
আমার হাত ভেঙ্গে গিয়েছে,Orthopedic
আমার অনেক পেটে ব্যথা করে আর প্রস্রাবের নালী ব্যথা করে।,Medicine
আমি বাইপোলার ডিসঅর্ডার অস্থিরতা ওপর্ন আসক্তি তে ভুগছি। আমাকে বাঁচান।আমি বাচতে চাই।,Psychiatrist
আমার চোখ অনেক চুল্কাচ্ছে আর লাল হয়ে গেছে,Ophthalmologist
আমি চোখে ঝাপ্সা দেখি। কোনো কিছু পড়ার সময় চোখ জ্বলে,Ophthalmologist
আমার কিছু নির্দিষ্ট রঙ চিনতে অসুবিধা হয়,Ophthalmologist
"মানসিক চাপ নেয়ার পর প্রচন্ড রকমের মাথা সহ ঘাড় ব্যাথা সাথে অসস্থি বোধ হয়।
অবশ্য এটা চাপের বিপরীত প্রতিক্রিয়া করতে না পারলে হয়।
এ বিষয়ে কি করতে পারি?",Psychiatrist
ফ্যামিলিতে বাবা যখন বদমেজাজি আর টক্সিক হয় তখন কিভাবে নিজেকে মানিয়ে নেয়া উচিৎ?? আমি অনেক খারাপ পরিস্থিতির মধ্য দিয়ে যাচ্ছি!অনেক!,Psychiatrist
আমার বয়স ২৭ আমি অবিবাহিত যুবক আমি কোন কাজ করতে গেলে মনোযোগী হতে পারি ব্রেইন এর মধ্যে বাজে চিন্তা চেতনা আসে।এ থেকে পরিত্রান এর উপায় কি???বাজে মন্তব্য করবেন নাহ।,Psychiatrist
"আমার মাঝেমধ্যে মুড সুইং হয় এটা হওয়ার কারণে আমি খুব ডিব্রেশনে চলে যায় আমার মনে হয় আমি একটা আজব দুনিয়াতে বাস করছি মুড সুইং কেন এটার কারণ কি ,এর বা সমাধান কি",Psychiatrist
"গত ১ বছর ধরে ডিপ্রেশনে ভুগতেছি
মানুসিক ভাবে অনেক দুর্বল হয়ে পরেছি। ঘুমের মাঝেও টেনশন হয় ঘুম ভাংলে শরীর অনেক ছেরে দেয় বল পাইনা,, এর থেকে রেহাই পেতে চাই আমি কিভাবে সুস্থতা বোধ করব?",Psychiatrist
আমার মেয়ের নিপল অনেক চুল্কায় এবং সাদা ময়লার মত বের হয়।,Surgery
আমার গলা ব্যথা এবং আমি অনেক কিছুর স্বাদ পাই না সাথে আমি কিছুর গন্ধ পাইনা,Medicine
আমি ঠিকমত খাওয়া দাওয়া করি কিন্তু তারপরও আমার অনেক দূর্বল লাগে। চোখ বন্ধ হয়ে আসে। কিন্তু ঠিকমত ঘুম হয় না।,Medicine
আমি কারো সাথে মিশতে পারি না। লোকজনের সাথে কিভাবে দ্রুত মিশতে পারবো?,Psychiatrist
আমার সবসময় প্রেসার অনেক বেশি থাকে,Medicine
"কুনো উচু জাইগাই গেলেই মনে হচ্ছে পড়ে গেলাম , ঠিক তখনি বুক ধড়ফড় করে উঠে, কি করণীয়?",Psychiatrist
আমার অনেক পেটে ব্যথা করে আর প্রস্রাবের নালী ব্যথা করে।,Medicine
আমার নাক পুরো বন্ধ হয়ে আছে খাবারের কোনো স্বাদ পাই না,ENT
আমার মাড়ি ফুলে গেছে আর অনেক ব্যথা করছে,Dentist
"আমার মাঝে মাঝে বুকে ব্যথা হয়, শরীর দূর্বল লাগে আর সাথে মাথা ঘুরে।",Medicine
আমি সিঁড়ি থেকে পরে পায়ে অনেক ব্যথা পাই। হাঁটতে পারছি না একদমই,Orthopedic
গত মাসের ২৮ তারিখে ডাক্তার দেখানোর পর হঠাৎ করেই প্রচন্ড ডিপ্রেশনে ভুগছি।অনেক মানসিক কষ্ট পাচ্ছি।এক সপ্তাহের মত হয়ে গেলো একেকটা দিন খুব কষ্ট নিয়ে চলছি।,Psychiatrist
আমার মা বাথরুমের ভিতরে পরে গিয়েছিলো। এখন হাঁটতে পারছে না ব্যথায়। পায়ে অনেক ব্যথা পাচ্ছে দাঁড়াতেই পারছে না,Orthopedic
"ওভার থিংকিং থেকে কিভাবে বাঁচবো, কেউ বলতে পারবেন?এই ওভার থিংকিং আমার জীবন টা শেষ করে দিচ্ছে!",Psychiatrist
খুব বেশি পেইন এ আছি আজকাল।,Psychiatrist
আমার মায়ের বুক অনেক যন্ত্রণা করে তখন একদমই শ্বাস নিতে পারেন না। ঘামতে থাকেন,Cardiologist
আমার স্তনে প্রচন্ড ব্যথা করে। প্রায় এক মাস ধরে আমার স্তনে শক্ত দলার মত মনে হচ্ছে গোলাকার এবং এটা আস্তে আস্তে বড় হচ্ছে,Gynecologist
আমার ৩ বছর ধরে। প্রস্রাব করার পর অনেকক্ষন সময় নেওয়ার পরেও বসা থেকে উঠলে ফোটা ফোটা প্রস্রাব পড়ে। যেটা নামায পড়তে গেলে অনেক সমস্যার কারন হয়ে দাড়ায়। [এটার জন্য মানসিক সমস্যায় আছি খুব।],Psychiatrist
"হতাশায় ডুবে যাই,দম আটকে আসে,কান্না করি।মাঝে মাঝে নিজেকে শেষ করে দিতে ইচ্ছে করে। কি করবো আমি কিছুই বুঝে উঠতে পারিনা। আমার কি করা উচিত?",Psychiatrist
আমার মায়ের স্তন ফুলে আছে আর অনেক ব্যথা করছে,Surgery
"আমার পিঠে, ঘাড়, কাঁধ, বুক ব্যথা করে। ",Cardiologist
কাচ কতটা অভিমানী আয়না না ভাঙ্গলে বোঝা যায় না।,Psychiatrist
আমার মেয়ে ঠিকমত খাওয়া দাওয়া করে না। ওর ওজন কমে যাচ্ছে আর অনেক দুর্বল,Medicine
"আমি বেশ কিছু বিষয় নিয়ে মানসিক যন্ত্রণায় আছি,কোন বিশেষজ্ঞ দেখাবো? সাইকোলজিস্ট নাকি সাইকিয়াট্রিস্ট? সল্প ফি নেয় মিরপুরের আশেপাশে একজন ভালো বিশেষজ্ঞের নাম বলুন",Psychiatrist
দাঁত চেপে ধরে হঠাত করে মেঝেতে শুয়ে পরে শরীর কাঁপতে কাঁপতে ,Medicine
আমার মেয়ের বাম স্তন অনেক ব্যথা করছে,Surgery
"আমার বাবা সিঁড়ি বেয়ে উঠতে গেলে অনেক সময় পা নাড়াতে পারে না, অনেক যন্ত্রণা করে।",Orthopedic
মানসিক সমস্যা থেকে মুক্তি পেয়েছেন দেখি তারা একটু সাড়া দেন 🙂,Psychiatrist
"😢 খারাপ সময়ে কেউ পাশে না থাকলে কী করা উচিত,,",Psychiatrist
রাতের বেলা আমার হঠাৎ করে নিঃশ্বাস নিতে কষ্ট হয়,Medicine
আমি বেশিক্ষন হাঁটলে পায়ের গোরালি ব্যথা করে। তখন দাঁড়াতেই পারি না,Medicine
বহুদিন মনে হয় একশতাব্দি পাড় হয়ে গেলো মন খুলে হাসি না 😔,Psychiatrist
"কেউ আমাকে বকা দিলে বা মন্দ কিছু বললে সেটা নিয়ে অনেক দিন টেনশন হয় ৷ রাতে ঘুমের মধ্যে ও হঠাৎ করে ঐ চিন্তাগুলো আসে ৷ হতাস লাগে 
এটা থেকে মুক্তি পাওয়ার উপায় কি",Psychiatrist
"প্রচণ্ড ভালোবাসি তাকে, ডিভোর্স দিলো, আমাকে আর চায়না সে, আমি এখন ডিভোর্সী, এটা অনেক বড় কষ্ট, কিন্তু এর থেকেও বেশি কষ্ট হচ্ছে তাকে হারানোর জন্য
আমি কীভাবে এই কষ্ট থেকে বের হবো?",Psychiatrist
"আচ্ছা এমন কোন ঔষুধ আছে 
যেটা খেলে মাথা সব পরিস্তিতে ঠাণ্ডা রাখা যায় 
ধরুন কিছু বিরক্তি কর জিনিস দেখছি 
আমাকে কেউ 1000 বকছে কিন্তু আমার কো রিয়াক্ট নাই 
আমি নিশ্চুপ দেখছি আর শশুনছি 
এমন মেডিসিন আছে",Psychiatrist
"কাল রাতে হঠাৎ করে,, আমার দম বন্ধ হয়ে এবং দম আটকে গেছে,,ঘন ঘন পানি খেতে হয়েছে গলা শুকিয়ে গেছে,,তখন অনেক ভয় পাইছি মনে করছিলাম মরে যাবো। পায়খানা ও হচ্ছে,,করণীয় কী এবং এই গুলো কী কারণে হচ্ছে????",Psychiatrist
আমার শরীরের গিরায় গিরায় ব্যথা,Orthopedic
আমি মনে হয় পাগল হয়ে যাব এত কষ্ট আর সহ্য করতে পারছিনা।,Psychiatrist
"স্মৃতিশক্তি একেবারে কমে গেছে, কিছু বুঝতে অনেক কষ্ট হয়, মাথায় সহজে কিছু ঢুকে না। মস্তিষ্ক slow কাজ করে, ভবিষ্যৎ অন্ধকার 😭
আমাকে হেল্প করুন🙏",Psychiatrist
আমার দুধ জাতীয় কোনো খাবার খেলেই পেট খারাপ হয় আর অনেক বুক জ্বালা পুড়া করে,Medicine
"যখন একা থাকি_ ভবিষ্যতে কি হতে পারে, মানে কাল কি খারাপ হতে পারে এবং ঐ অবস্থায় আমি কি করবো না করবো এসব খুব ভাবি🙂 এটা কোনো সমস্যা?",Psychiatrist
আমি সৌদি আরব আসছি ১ বছর ৫ মাস হইচে! কয়েক দিন যাবত আমি ঘুমাতে পারতাছি না! শুধু দুশ্চিন্তা করি কোনো ভাবেই দুশ্চিন্তা মুক্ত হতে পারতেছি না! পরামর্শ দিলে মানসিক শান্তি পেতাম?,Psychiatrist
আমি শক্ত কিছু খেতে গেলে দাঁতে ব্যথা পাই,Dentist
আমি অতিরিক্ত টেনশন করলে ঘুম ঠিকমত হয় না ,Medicine
কিভাবে একা হ্যাপি থাকা যায়?কাছের মানুষ গুলো অনেক কষ্ট দেয়।,Psychiatrist
"আমি একজন মেয়ে , বয়স 22+, আমার সমস্যা হচ্ছে আমি যে কোনো জিনিস নিয়ে অতিরিক্ত চিন্তা করি। এটা থেকে কি ভাবে বের হবো?",Psychiatrist
"আমার ছেলে কাজে ঠিকমত মনোযোগ দিতে পারি না, ঘুম ঠিকমত হয় না খুব তারাতারি ভুলে যাই।",Medicine
এই মুহুর্তের জন্য আনন্দিত হন। এই মুহুর্তটি আপনার জীবন।,Psychiatrist
কারো সাথে একটু ঝামেলা হলেই আমি উত্তেজিত হয়ে যাই। শরীর কাঁপে। এই শরীর কাঁপার পেছনে কারণ কী হতে পারে। হাই প্রেশারের মেডিসিন নিয়ে দেখব কী?,Psychiatrist
আমার মায়ের স্তন ফুলে বড় হয়ে আছে আর অনেক ব্যথা করে,Surgery
অনেকদিন হলো কান্না করি না! বুকের ভেতর এক আকাশ সম মেঘ জমে আছে। একটু কান্না করতে পারলে বোধহয় মেঘটা কেটে যেতো!,Psychiatrist
কীভাবে বাঁচতে পারবো। একটু শান্তি পাবো। সুইসাইড চিন্তা পিছনে ছাড়ছে না। সবই বুঝতেছি কিন্তু নিজেকে বুঝাতে পারছি না কেন।,Psychiatrist
আজ ৭ মাস ধরে এইডস নামের এক অসুখ নিয়ে নানা রকম দুশ্চিন্তায় আছি।কেউ এর সমাধান বলবেন প্লিজ😣😥,Psychiatrist
আমার ডান গালে ফুলে লাল হয়ে আছে। আর এই মুখের জায়গাটায় হলদে পুঁজ জমে আছে।,Surgery
আমার বোনের স্তনে গোটার মত উঠেছে,Surgery
আমি এমনিতেই গত ৭ মাস ধরে কিছু মানসিক সমস্যায় ভুগছি। তার মধ্যে এই ব্যাক্তিগত সমস্যার কারণে এখন কিছুই ভালো লাগছেনা। অলরেডী গতকাল ৬ বার সুই*সাইড করতে নিয়েছিলাম।,Psychiatrist
আমার ঠিকমত ঘুম হয় না আবার রাতে একটু পরপরই ঘুম ভেঙ্গে যায় এরপর ঘুম আসেও না।,Medicine
আমার ফুফার থায়রয়েডের সমস্যা আছে কিন্তু কি চিকিৎসা করবে সেটা বুঝতে পারছে না,ENT
আমার মেয়ে ঘুমের মধ্যে হাঁটতে শুরু করে দেয়,Medicine
"আমার কিছু ভালো লাগে না, আগে জব করতাম কিন্তু এখন কোন কিছু করতে ইচ্ছে করে না, সারাদিন শুয়ে বসে থাকতে ইচ্ছে করে, আনন্দ লাগে না কিছু তে",Psychiatrist
আমার চোখের কোনায় রক্ত জমাট বেধে আছে,Ophthalmologist
কই চিন্তা বার বার মাথায় আসতেছে। কল্পনা করতে পারছি এটা ভিত্তিহীন তাও চিন্তা থামাতে পারছিনা। এটা কি ওসিডি? নাকি সাধারণ anxiety? কারোর জানা থাকলে সাহায্য করুন প্লিজ।,Psychiatrist
আমার আজে বাজে চিন্তা আসে আর একটা কথা বার বার চিন্তা হয় আমি চিন্তাই চিন্তাই আমি রোগা হয়ে জাচছি আমি এসব চিন্তা ভুলিয়ে দিতে চাই তেমো ওই সব চিন্তা আসে কি করবো,Psychiatrist
"পিরিয়ডের সময় আমার অনেক বেশি মাথা ব্যথা হয়, তলপেট অনেক ব্যথা করে, বমি হয় আর সাথে হজমেরও সমস্যা হয়। দাঁড়িয়ে থাকার মত শক্তি থাকে না।",Gynecologist
আমার চোখ অনেক চুল্কায় আর লাল হয়ে যায়। দেখলে মনে হয় রক্ত জমাট বেধে আছে।,Ophthalmologist
আমার স্তনে অনেক ব্যথা করে আর নিপল কালো হয়ে ফুলে আছে,Surgery
আমার জিহ্বায় ঘা হয়েছে প্রায় অনেকদিন হল। এখনো ঠিক হচ্ছে না। ,Medicine
আমি তো নিজেকে তৈরি করিনাই আল্লাহ তায়ালা আমাকে তার পছন্দ মতো বানিয়েছে তাতে আমি সন্তুষ্ট কিন্তু আমার মা বোন আমাকে নিয়ে খুব বাজে মন্তব্য করে।এতে অনেক কষ্ট হয়।আমি দিন দিন এটা নিয়ে ডিপ্রেশনে থাকি।,Psychiatrist
আমার শরীর অনেক দূর্বল লাগে ঠিকমত হাঁটতে পারি না,Medicine
আমি চশমা পরে বেশিক্ষন থাকলে ঠিকমত দেখতে পারি না কিন্তু চশমা পরার পরপরই ঠিকমতই দেখতে পারি কিছুক্ষন যাওয়ার পর আর ভালো করে দেখতে পারি না,Ophthalmologist
"মনোযোগ ঘাটতি সমস্যায় ভুগছি। চাবি ফেলে রুম বন্ধ করে দিচ্ছি। চাবি বাসায় রেখে ক্যাম্পাসে চলে যাচ্ছি। কিছুই মনে রাখতে পারছিনা। বয়সের ছাপ, মানসিক চাপ আর কাজের বোঝা।",Psychiatrist
"প্যানিক অ্যাটাক হলে কোন উপায় অবলম্বন করলে, তাৎখনিক স্বস্তি পাওয়া যাবে? প্রতিদিন ২-৩ বার হলে তখন করণীয় কি",Psychiatrist
আমার ছেলের অনেক মাথা ব্যথা করে,Medicine
